"share";"eta";"lo_eta";"hi_eta";"se_eta_boot"
"w_despesahat1";0,994311120157785;0,921754859681385;1,0809655209525;0,0374609469094693
"w_despesahat2";1,12642180538426;0,984180238989235;1,22249449856556;0,0549686282214714
"w_despesahat3";0,993466840244934;0,961958298678653;1,02859371776052;0,015803900126393
"w_despesahat4";0,748664010367887;0,557876624379809;1,01511649825028;0,106454057638589
"w_despesahat5";0,717854889206435;0,650420936549804;0,821265068960792;0,0412526448135276
"w_despesahat6";1,04631353329713;0,961682145497297;1,13230401360249;0,0408484656911646
