"eq";"idx";"resid"
"system";267;0,026599924594627
"system";268;0,00219356075356855
"system";269;-0,00138720631143538
"system";270;-0,0379811839043478
"system";271;-0,00900597858370739
"system";272;-0,0307303424079023
"system";273;-0,0105045354690993
"system";274;-0,000169474567294992
"system";275;-0,0354630057045357
"system";276;0,023083823767137
"system";277;-0,0296636323762489
"system";278;-0,000147846329235674
"system";279;0,0102104310599619
"system";280;-0,023444912915725
"system";281;-0,0108210957184161
"system";282;-0,0382087605447934
"system";283;0,0381427434765745
"system";284;0,0032578427165878
"system";285;-0,0187788575163251
"system";286;-0,0521560383450537
"system";287;-0,0136491501613223
"system";288;0,0384564200132673
"system";289;-0,0132530297886948
"system";290;0,000442108303217753
"system";291;-0,0110815566862032
"system";292;-0,0923314052495975
"system";293;-0,0403538022814307
"system";294;-0,0170909523727109
"system";295;-0,00511605098376494
"system";296;0,00148796246265129
"system";297;-0,0127689770742175
"system";298;0,0124956214252394
"system";299;0,0484330623091601
"system";300;0,000642888019081328
"system";301;-0,010205493003471
"system";302;-0,0165198710471698
"system";303;0,00134778274304098
"system";304;0,00619439800504867
"system";305;0,022807173017052
"system";306;0,010576922270607
"system";307;0,0331933895834932
"system";308;0,028980765003108
"system";309;-0,024480024187619
"system";310;0,00615862198621928
"system";311;0,00834758547604084
"system";312;0,0316746158911679
"system";313;0,0515976792662056
"system";314;0,0242946252159122
"system";315;-0,0237216405790955
"system";316;0,00746821461118971
"system";317;-0,0249976968588625
"system";318;-0,0108636704404371
"system";319;0,0321220976024443
"system";320;0,0335968318236161
"system";321;-0,00499948629840388
"system";322;-0,00572738433656628
"system";323;0,0161159538336464
"system";324;-0,00348938312111352
"system";325;-0,0243182590006003
"system";326;-0,0360618878792342
"system";327;-0,0211988252545402
"system";328;0,0245059816913176
"system";329;0,0145039085571514
"system";330;0,0189152421626371
"system";331;-0,0189355911160544
"system";332;0,0078404879762804
"system";333;-0,00551393414043752
"system";334;0,0281379158288368
"system";335;0,0605904915110419
"system";336;-0,00790341723556756
"system";337;0,0238919887428126
"system";338;-0,0184476753748633
"system";339;-0,0061354596240967
"system";340;-0,0124590639807555
"system";341;-0,0160820450262532
"system";342;-0,000251549696800052
"system";343;-0,040663710050256
"system";344;0,0416908402538985
"system";345;-0,0363181331229767
"system";346;0,0141138978769562
"system";347;0,00428915288253356
"system";348;-0,0449717165073673
"system";349;0,073631587664381
"system";350;0,0434900319275077
"system";351;0,0346067216321169
"system";352;-0,0489139613920145
"system";353;-0,019564974933618
"system";354;-0,0476130880413427
"system";355;0,0197600361404374
"system";356;-0,0432884560393296
"system";357;-0,00872325920461381
"system";358;-0,0460907514299014
"system";359;-0,0247922298445762
"system";360;-0,0322731283252668
"system";361;0,0278791624013207
"system";362;0,0374217353045691
"system";363;-0,0322556351355178
"system";364;-0,011783158204484
"system";365;-0,0754782372466711
"system";366;-0,0470791188489943
"system";367;-0,0787228712923863
"system";368;-0,0387044250364172
"system";369;0,0474318553597735
"system";370;0,0180257219058104
"system";371;0,0141275398229283
"system";372;-0,00200266368404131
"system";373;0,0238566134622072
"system";374;-0,0167804584390018
"system";375;-0,0102899925138839
"system";376;0,00884164715476224
"system";377;-0,0054333687808415
"system";378;-0,0494490285851914
"system";379;0,0232344192831546
"system";380;-0,0158624623814641
"system";381;-0,0114791736373634
"system";382;-0,0277081108092089
"system";383;-0,0306410254062367
"system";384;-0,0438218765630476
"system";385;0,0210158697158047
"system";386;0,0181254814412781
"system";387;-0,0135804470335094
"system";388;-0,0024927663390909
"system";389;-0,0340005105898827
"system";390;-0,080288437981666
"system";391;-0,00736131146311447
"system";392;-0,0290594069098173
"system";393;-0,0172705224996524
"system";394;0,00878286306183268
"system";395;-0,000381743671725249
"system";396;0,0284556370932218
"system";397;-0,0153148101262296
"system";398;-0,000396875283032921
"system";399;0,0371397531448825
"system";400;0,0397112830181663
"system";401;-0,00461670864184516
"system";402;0,026233734435308
"system";403;0,0366360726584602
"system";404;0,0112003125180381
"system";405;-0,0161630772093841
"system";406;-0,0267124648819417
"system";407;-0,0275354775070763
"system";408;-0,0179052082723611
"system";409;-0,00578538091856134
"system";410;-0,0351558182930534
"system";411;-0,000636060091767116
"system";412;-0,0235586469280279
"system";413;-0,00720262222626727
"system";414;0,00825694749173636
"system";415;0,0226568277793628
"system";416;-0,0156124332444978
"system";417;0,0450746088016247
"system";418;-0,0347350273440794
"system";419;0,00582469642886527
"system";420;-0,0275107415657953
"system";421;0,0029888139912928
"system";422;0,0396968216676357
"system";423;0,0133820005764881
"system";424;-0,0115503738573816
"system";425;-0,0149531510831681
"system";426;0,0207631165422133
"system";427;0,0470064539727535
"system";428;0,013422448999441
"system";429;0,0318909754311955
"system";430;-0,0183901287077675
"system";431;0,028966091971887
"system";432;0,0354382748020867
"system";433;0,0220550732997382
"system";434;0,058919950788179
"system";435;-0,0512588952709552
"system";436;0,0259636484859364
"system";437;0,0205155742579254
"system";438;-0,0302688872868001
"system";439;0,0434361808559849
"system";440;0,0182676418641249
"system";441;0,0379252633977786
"system";442;-0,00327251897476691
"system";443;0,0120885587961779
"system";444;0,0161705493390575
"system";445;0,00483640841630434
"system";446;0,0145934237741282
"system";447;-0,0207167654717422
"system";448;0,0123985174151227
"system";449;-0,0206246181794481
"system";450;-0,013252101866595
"system";451;0,0247454252654271
"system";452;-0,0331086266765137
"system";453;0,0176234943239731
"system";454;0,000391802779825867
"system";455;0,000792351197064778
"system";456;0,0184150862853276
"system";457;0,0520324690427008
"system";458;0,00363864112097867
"system";459;-0,00706999714232223
"system";460;-0,0130198646758626
"system";461;-0,00690173769899979
"system";462;0,00712888920536645
"system";463;-0,00168056569067265
"system";464;-0,0365752661312758
"system";465;0,0151951211527922
"system";466;-0,0193915885223288
"system";467;0,00365627919680311
"system";468;0,0364525473523769
"system";469;0,020127936534121
"system";470;-0,0251927325919115
"system";471;-0,00364084874163612
"system";472;-0,00250813395704375
"system";473;-0,0132365057392372
"system";474;-0,0114869438559845
"system";475;0,00528711652035213
"system";476;0,00407039427737482
"system";477;0,0121384019387971
"system";478;-0,055959723731401
"system";479;-0,0129133776385587
"system";480;-0,0026923081878531
"system";481;-0,018456383146421
"system";482;0,00420746632340827
"system";483;0,0187953420580287
"system";484;0,014299583876652
"system";485;-0,0396450316075476
"system";486;0,00632007541215501
"system";487;0,0133810721504267
"system";488;0,038677748232841
"system";489;0,0101514326887124
"system";490;0,0359024035403495
"system";491;0,0348266216975021
"system";492;-0,0287462534441408
"system";493;0,0585708414672606
"system";494;0,0530767121302126
"system";495;0,0361435039707769
"system";496;0,0246650663054644
"system";497;0,0361208247831646
"system";498;0,0208466960789008
"system";499;0,0180281046307891
"system";500;0,0084066987577347
"system";501;0,0440953172463199
"system";502;0,0520714754955351
"system";503;-0,000194504444524068
"system";504;-0,000490925122269004
"system";505;0,0546153276523184
"system";506;0,00101470169695581
"system";507;0,0294786772832684
"system";508;0,0270123352616595
"system";509;0,00385089267002678
"system";510;-0,00911922681773325
"system";511;-0,0159750220463289
"system";512;0,0399594272332057
"system";513;-0,0281412823531073
"system";514;0,00420625515781686
"system";515;0,0257285379903265
"system";516;0,0315343135667843
"system";517;0,0517251829896284
"system";518;0,0255738223956504
"system";519;0,00368257116425702
"system";520;0,0199105897053812
"system";521;-0,0119212693237267
"system";522;0,00125262278625252
"system";523;0,0754488126617034
"system";524;0,0232683096442238
"system";525;0,0255003564861426
"system";526;0,0114704557524517
"system";527;0,0031527830349917
"system";528;0,028029797392447
"system";529;0,0655772635022125
"system";530;0,0274584444336682
"system";531;-0,00595674904159535
"system";532;0,0376155572015826
"system";533;-0,00721833745941464
"system";534;0,0250874190702216
"system";535;-0,00431074369568299
"system";536;0,0219342341918816
"system";537;0,0246409657015823
"system";538;0,0454806443353157
"system";539;0,022854040892715
"system";540;0,0155308356328049
"system";541;0,0104275530239733
"system";542;0,0433806653779547
"system";543;0,0533866789799551
"system";544;-0,0102133861750398
"system";545;-0,00914177968960775
"system";546;-0,0128191260131909
"system";547;-0,00252969073862912
"system";548;-0,0101790198220927
"system";549;-0,0123818287437138
"system";550;-0,0229616567031103
"system";551;-0,0144572190932271
"system";552;-0,000307234298938766
"system";553;-0,00596225348204138
"system";554;-0,00960360834689418
"system";555;-0,0049516589536384
"system";556;-0,0035628241011066
"system";557;-0,00667277229758742
"system";558;0,0113483086679721
"system";559;-0,010274622236008
"system";560;-0,00475107367228873
"system";561;0,00467057498379707
"system";562;-0,00934510356804628
"system";563;-4,91306783780288e-05
"system";564;0,00594172356414017
"system";565;-0,0104884903490857
"system";566;-0,00135974343338588
"system";567;-0,00306351676070096
"system";568;-0,00228090293331132
"system";569;-0,0101412299605814
"system";570;0,00200023047446629
"system";571;0,0124940104821225
"system";572;0,00131018359614457
"system";573;-0,0174359950870097
"system";574;-0,00010231374495695
"system";575;0,00414528457074596
"system";576;-0,00479850536048997
"system";577;-0,00397836014267726
"system";578;-0,00860297211854121
"system";579;-0,00862035168262042
"system";580;0,011914242814369
"system";581;-0,000656686274407361
"system";582;0,00299220310409526
"system";583;-0,000559438856770955
"system";584;-0,00120916961231972
"system";585;0,000996475111184142
"system";586;-0,00240075599371938
"system";587;0,000212347804019811
"system";588;0,00201979615872207
"system";589;-0,00200396094808276
"system";590;-0,00339283504576601
"system";591;-0,00242321088229586
"system";592;-0,00347437066783979
"system";593;0,00310466698308631
"system";594;0,00618889613721001
"system";595;0,00642980887100106
"system";596;-0,00465795758780406
"system";597;-0,0066869190571849
"system";598;0,00490478037964587
"system";599;-0,000393405750993045
"system";600;-0,00095495516875678
"system";601;-0,00703410197822722
"system";602;-0,0028025648274396
"system";603;-0,00703051181949692
"system";604;-0,000847266748089617
"system";605;-0,00380936595268183
"system";606;-0,00238928797646515
"system";607;-0,00715393758894207
"system";608;-0,00649168941997685
"system";609;-0,0151397193231526
"system";610;-0,00679541028116243
"system";611;-0,0166216499486553
"system";612;-0,00345084682635285
"system";613;0,00616181149788748
"system";614;0,00549447425849162
"system";615;0,00685554132486775
"system";616;-0,00151459022264001
"system";617;0,00274906904646056
"system";618;-0,00482251898890436
"system";619;-0,00171126063851101
"system";620;-0,00762925662768772
"system";621;-0,00272448371887704
"system";622;0,0003144997536213
"system";623;0,00246998230009925
"system";624;-0,00591755216210969
"system";625;0,0030777963970347
"system";626;-0,00163521205079113
"system";627;0,00977148071107464
"system";628;0,0190048313517165
"system";629;0,00877530574554798
"system";630;-0,0037618856069622
"system";631;0,000359872407669437
"system";632;0,00846724889398565
"system";633;0,00718219130797318
"system";634;0,00657149259972321
"system";635;0,0137716021201816
"system";636;0,00466422883974242
"system";637;0,00597211347481831
"system";638;0,00368485201371808
"system";639;-0,000627382794769482
"system";640;0,0012361675944824
"system";641;-0,00376896560233358
"system";642;-0,00787765386104093
"system";643;-0,00882006810867511
"system";644;-0,00543547086691691
"system";645;-0,00814410593562212
"system";646;-0,00551833293159797
"system";647;0,0140297030582671
"system";648;0,00198962085893727
"system";649;0,00224244221265985
"system";650;0,00110200965797669
"system";651;-0,00405626815020983
"system";652;0,00358996774856483
"system";653;-0,00953886814784817
"system";654;-0,00817858480579747
"system";655;-0,00432197225523741
"system";656;-0,00551359638059547
"system";657;-0,000741932989430275
"system";658;0,00296344749459819
"system";659;0,00351456570406943
"system";660;-0,000746867740605159
"system";661;0,000225721910770013
"system";662;-0,00402308439141112
"system";663;-0,00147858344305107
"system";664;-0,00470273239215556
"system";665;-0,00399887231430208
"system";666;-0,00788401594298245
"system";667;-0,00758040504946066
"system";668;-0,0102470033133903
"system";669;-0,0215565108347393
"system";670;-0,00472484420366172
"system";671;0,000967466708043083
"system";672;-0,00217135018197849
"system";673;-0,00373061765121997
"system";674;-0,00139807867763067
"system";675;0,00727922216254484
"system";676;-0,0012843587496784
"system";677;-0,00524000678205289
"system";678;-0,00197244307228672
"system";679;-0,00708531957515039
"system";680;0,000214619333101587
"system";681;0,00542987925702938
"system";682;-0,000702951065564936
"system";683;0,00807334247934167
"system";684;0,00256947908038495
"system";685;-0,00208861703925799
"system";686;-0,00330765569399946
"system";687;-0,00167458739531549
"system";688;0,000588617325788798
"system";689;-0,00517831656990313
"system";690;-0,0128059442019752
"system";691;-0,00974754480433235
"system";692;-0,00674317180909707
"system";693;0,00749880561995686
"system";694;0,011108933593019
"system";695;0,0010385643276469
"system";696;-0,00169061949147511
"system";697;0,00271209627760927
"system";698;-0,00583621971825636
"system";699;-0,00624926771973822
"system";700;-0,00632808050876209
"system";701;-0,0076599114986287
"system";702;-0,00749829726027709
"system";703;-0,000530763622455563
"system";704;-0,00600544848083827
"system";705;-0,00882419674039558
"system";706;-0,00622316429656525
"system";707;-0,0069740954427736
"system";708;-0,00526424943066449
"system";709;0,00491473971189872
"system";710;0,00711689367227346
"system";711;0,00116702805982295
"system";712;-0,000605685780887488
"system";713;0,00319356868879357
"system";714;-0,00840851423133235
"system";715;0,00882988476592128
"system";716;-0,000665416229963203
"system";717;-0,00842778384144444
"system";718;0,00476777903070075
"system";719;0,00882647143446963
"system";720;0,00186540747676173
"system";721;-0,0017269296235268
"system";722;0,0013693442988293
"system";723;-0,0041427275433054
"system";724;0,000598950468651646
"system";725;-0,00416686806124984
"system";726;0,000262007360968569
"system";727;-0,0028346336757759
"system";728;-0,00516092061826624
"system";729;-0,00657649598092097
"system";730;0,0116571149102445
"system";731;0,000638181623758879
"system";732;0,00642082224651035
"system";733;0,00166422011458296
"system";734;0,00984767582461898
"system";735;0,00900594526373864
"system";736;0,00184599934145266
"system";737;0,000180260910321958
"system";738;0,00692944641469363
"system";739;0,00467898770854251
"system";740;-0,00111064011124028
"system";741;0,00157472500548729
"system";742;-0,00772891936961331
"system";743;-0,0111236717000954
"system";744;-0,00298973824745287
"system";745;-0,00347338375867319
"system";746;-0,00740457100015379
"system";747;-0,00134970974032889
"system";748;0,00955127343807431
"system";749;0,00516585231574709
"system";750;0,0102892461568294
"system";751;-7,00249375480272e-05
"system";752;0,00207007250188555
"system";753;-0,00571067605918239
"system";754;-0,000208573858115249
"system";755;-0,00558708892891586
"system";756;-0,00556842309332113
"system";757;-0,00590420199602615
"system";758;0,000590791501510965
"system";759;0,00984060452763093
"system";760;0,002819009227834
"system";761;-0,00779917353093808
"system";762;-0,00171318097985342
"system";763;0,00438111074306813
"system";764;0,000386482670756305
"system";765;0,0071688504053235
"system";766;0,00709316172913767
"system";767;0,00609683254853297
"system";768;-0,00300054125137916
"system";769;-0,00141171007078503
"system";770;-0,00531201259286926
"system";771;-0,000689180979735041
"system";772;-0,00370391274184695
"system";773;-0,00533993002757589
"system";774;0,00616740685395824
"system";775;-0,00640934773445019
"system";776;-0,00708631299004002
"system";777;-0,0023396111901408
"system";778;-0,00295410109863267
"system";779;-0,00772082729768497
"system";780;-0,00257928938290049
"system";781;0,00366387656781235
"system";782;-0,00407965433014321
"system";783;0,00157034463778354
"system";784;-0,00218542557910756
"system";785;-0,00114730876480297
"system";786;-0,000525698622225373
"system";787;0,00878993941423467
"system";788;0,00976114216196171
"system";789;-0,00097679045987327
"system";790;0,00331688710493011
"system";791;0,00948522479807173
"system";792;0,000982044529209955
"system";793;0,00365737012696538
"system";794;0,00769706875761342
"system";795;-0,00536205329055649
"system";796;-0,00819804151638569
"system";797;-0,00106391116354347
"system";798;0,00689474370529047
"system";799;0,00415470156322445
"system";800;0,000623677656716823
"system";801;3,26579720339171e-05
"system";802;0,00872792398853194
"system";803;-0,00303077173878885
"system";804;-0,000890234693931582
"system";805;-0,00719096931442041
"system";806;-0,00201717092241871
"system";807;-0,000138669009914175
"system";808;-0,0116337984579026
"system";809;0,0067821365778629
"system";810;-0,00556461680144794
"system";811;-0,00102139064541457
"system";812;-0,00488155922725564
"system";813;-0,00480502680818365
"system";814;-0,0139106705529133
"system";815;-0,000662741234265504
"system";816;-0,00232232520644324
"system";817;-0,00210594245442061
"system";818;0,00302662527131625
"system";819;0,00376903988151837
"system";820;-0,00742561765147358
"system";821;-0,000134935505450767
"system";822;-0,00559216874093932
"system";823;-0,0163275248414529
"system";824;0,00488559935880505
"system";825;-0,00185510482963311
"system";826;-0,00480776698026462
"system";827;-0,00235568245756528
"system";828;-0,00272590885153072
"system";829;0,00114846400191841
"system";830;-0,01383849414662
"system";831;-0,000142262968535645
"system";832;0,00438816112837447
"system";833;0,00596427516467457
"system";834;0,000640527680641878
"system";835;0,00782915053104631
"system";836;-0,00518120177791971
"system";837;0,000506628987363617
"system";838;-0,00192974981897545
"system";839;0,000278585541179863
"system";840;0,00621015494428118
"system";841;0,000477437738740746
"system";842;-0,00183797251455682
"system";843;-0,000902999064414933
"system";844;0,00143734829455448
"system";845;0,000868199574433653
"system";846;-0,0014100569886266
"system";847;-0,00332600909835816
"system";848;-0,00417921503315878
"system";849;-0,000791662977178142
"system";850;-0,00135518226997829
"system";851;-0,00741739494908057
"system";852;-0,00535157510661581
"system";853;-0,00193842670985384
"system";854;0,0151239267198064
"system";855;0,00417822296028039
"system";856;0,00896466891911081
"system";857;-0,00277699298253817
"system";858;-0,00204809414177545
"system";859;-0,00968629378712711
"system";860;-0,00145853696908405
"system";861;0,00276077776747356
"system";862;0,00151327653880019
"system";863;0,00417055655606867
"system";864;0,00485865223314841
"system";865;0,00816517909783034
"system";866;-0,000327509860883091
"system";867;0,00384063906646075
"system";868;0,000590282087193431
"system";869;0,0111051806352738
"system";870;0,006411847245285
"system";871;-0,0024797742399304
"system";872;0,00229666294357936
"system";873;0,00443923872212421
"system";874;-0,00459714635213232
"system";875;0,00486151045733324
"system";876;0,000432534291021983
"system";877;0,00317758772638807
"system";878;0,00159899108762883
"system";879;-0,00208722141333598
"system";880;0,00419902203032908
"system";881;0,00118731554695002
"system";882;-0,00705298533900424
"system";883;-0,00221323074525288
"system";884;-0,00431389701340933
"system";885;0,000649820799790604
"system";886;-0,00883579020274559
"system";887;0,00480341011497436
"system";888;0,00864400193000887
"system";889;0,0103455666439916
"system";890;0,00860991316405126
"system";891;0,00695169419949827
"system";892;-0,00515743933319014
"system";893;8,5868498972741e-05
"system";894;0,000926575831543597
"system";895;0,00214071429560807
"system";896;0,0109002833443901
"system";897;-0,00999165498180778
"system";898;-0,00586542733426448
"system";899;0,00832342539896758
"system";900;0,0132599203154002
"system";901;0,0065169666438369
"system";902;-0,00760318712083055
"system";903;0,00983917873501247
"system";904;-0,0102055646474694
"system";905;-0,000737876543035351
"system";906;0,000615360918925598
"system";907;-0,00334674539158061
"system";908;0,00496929720445007
"system";909;-0,000503387811284534
"system";910;-0,00128342905791054
"system";911;-0,00503879074136145
"system";912;-0,0054561169254646
"system";913;-0,000915227757759748
"system";914;0,00734601925529324
"system";915;-0,00214017433867127
"system";916;0,00591911454933407
"system";917;0,00147776585723935
"system";918;-0,00382267277615785
"system";919;0,000708198676000402
"system";920;0,00626571073977572
"system";921;0,0015207905510064
"system";922;-0,0073582885258399
"system";923;0,00288571288279953
"system";924;0,000487200156388451
"system";925;-0,00693777464855495
"system";926;0,0129812158290094
"system";927;0,0067063983867653
"system";928;0,0119635991494049
"system";929;0,00886223741665153
"system";930;0,0113884322057441
"system";931;0,00758270317649021
"system";932;0,000796256749528268
"system";933;0,000379894075424506
"system";934;0,00699886973626959
"system";935;0,0113840836714188
"system";936;0,00164388841756774
"system";937;0,00675270777081534
"system";938;0,00181844407468722
"system";939;0,0140847831840139
"system";940;0,0103162143405962
"system";941;0,0080411548148778
"system";942;0,00633540795996815
"system";943;-0,0028616758557872
"system";944;0,00408564901029355
"system";945;0,00963735663563368
"system";946;0,00346545489865153
"system";947;0,00424050383040642
"system";948;0,00290222578602795
"system";949;-7,91325783069952e-06
"system";950;-0,00355919473082909
"system";951;0,00270775721657147
"system";952;-0,000564220132719936
"system";953;-0,0014507331066106
"system";954;-0,000941879672383253
"system";955;-0,0019920309157655
"system";956;-0,00395655774082297
"system";957;-0,000446264558768394
"system";958;-0,00123531379479969
"system";959;0,00489889498385519
"system";960;0,00471154382522471
"system";961;-0,0015563497967073
"system";962;-0,00382524307301195
"system";963;-0,0019688404923882
"system";964;-0,00447510742720829
"system";965;0,0140116856638621
