"equation";"rkWaldF"
"w_despesahat1";6,19964613224017
"w_despesahat2";6,19964613224017
"w_despesahat3";6,19964613224017
"w_despesahat4";6,19964613224017
"w_despesahat5";6,19964613224017
"w_despesahat6";6,19964613224017
