"share";"eta";"se_eta";"lo_eta";"hi_eta"
"w_despesahat1";0,994311120157785;0,0746539845934198;0,847991999052274;1,1406302412633
"w_despesahat2";1,12642180538426;0,122362086320817;0,886596523122273;1,36624708764624
"w_despesahat3";0,993466840244934;0,0392301687138226;0,916577122458411;1,07035655803146
"w_despesahat4";0,748664010367887;0,196173977185155;0,364170080381001;1,13315794035477
"w_despesahat5";0,717854889206435;0,112907757090544;0,496559751733773;0,939150026679098
"w_despesahat6";1,04631353329713;0,0778613711512706;0,893708050053734;1,19891901654053
