"","preco_com_reforma21","preco_com_reforma22","preco_com_reforma23","preco_com_reforma24","preco_com_reforma25","preco_com_reforma26"
"w_despesahat1",-1.05765424211833,-0.045970137298763,0.0405053747370588,0.0932051039317727,0.0384818688491535,-0.0685679681008902
"w_despesahat2",-0.0775858100048901,-0.926058112139621,0.00419015069334297,-0.0318849148132956,-0.0160617796030062,0.0474004658674696
"w_despesahat3",0.13986076893808,0.00857247844062325,-1.03870545470193,-0.107670675818869,-0.0412002881130033,0.0391431712550947
"w_despesahat4",0.774091286028687,-0.156902999796943,-0.25898026168689,-1.17767568155073,-0.158176723187684,-0.02235561980644
"w_despesahat5",0.135067332065615,-0.0334026813800681,-0.0418804329079318,-0.0668473595130237,-1.00637344777901,0.013436589514423
"w_despesahat6",-0.0950446086794368,0.0389298131491815,0.0157137180943323,-0.00373113049369984,0.00530641351327756,-0.961174205583655
