"","preco_com_reforma21","preco_com_reforma22","preco_com_reforma23","preco_com_reforma24","preco_com_reforma25","preco_com_reforma26"
"w_despesahat1",-0.725302795423292,0.150950428911096,0.136758384033369,0.133222155783637,0.133171714187417,0.171200112507774
"w_despesahat2",0.254765636690149,-0.729137545929762,0.100443159989653,0.00813213703856848,0.0786280657352571,0.287168546476134
"w_despesahat3",0.47221221563312,0.205493044650482,-0.942452445405616,-0.0676536239670048,0.05348955722526,0.278911251863759
"w_despesahat4",1.10644273272373,0.0400175664129158,-0.16272725239058,-1.13765862969887,-0.0634868778494206,0.217412460802224
"w_despesahat5",0.467418778760654,0.163517884829791,0.0543725763883787,-0.0268303076611596,-0.911683602440751,0.253204670123087
"w_despesahat6",0.237306838015602,0.23585037935904,0.111966727390643,0.0362859213581643,0.0999962588515408,-0.721406124974991
