"eq";"k_endog";"stat";"df";"p_wu"
"w_despesahat2";5;55,621561331567;5;9,72348103502037e-11
"w_despesahat3";5;7,18076499416983;5;0,207539979299418
"w_despesahat4";5;17,6970863514626;5;0,00335100780508394
"w_despesahat5";5;27,3335582160359;5;4,91134152009156e-05
"w_despesahat6";5;31,1852649786556;5;8,61039000410803e-06
