"good";"est";"se";"lwr";"upr"
"w_despesahat1";0,973290356390454;0,0227192769798398;0,928761391755178;1,01781932102573
"w_despesahat2";0,997090975527976;0,0202913815621302;0,95732059846964;1,03686135258631
"w_despesahat3";1,00544488290602;0,0085667917564029;0,988654279600418;1,02223548621163
"w_despesahat4";0,969979688220956;0,130947081196567;0,713328125195042;1,22663125124687
"w_despesahat5";1,01065377112148;0,0201236956960067;0,971212052321465;1,0500954899215
"w_despesahat6";1,0375229425042;0,0376699217275618;0,963691252617739;1,11135463239067
