"eq";"k_endog";"stat";"df";"p_wu"
"w_despesahat2";5;18,4960746743837;5;0,00238483174897247
"w_despesahat3";5;0,88742541858208;5;0,971125309939453
"w_despesahat4";5;8,52774315640225;5;0,129449496102228
"w_despesahat5";5;9,39312446771453;5;0,0943743287240379
"w_despesahat6";5;114,554400419113;5;4,46156796120566e-23
