"good";"est";"se";"lwr";"upr"
"w_despesahat1";1,06875761942148;0,061908373567442;0,919456660656041;1,16213302572332
"w_despesahat2";0,978090256294219;0,0141736456601525;0,952098208716186;1,00765787876325
"w_despesahat3";1,03592848857995;0,0281084240018254;0,996714200984828;1,10689719839635
"w_despesahat4";0,67539103489516;0,27492492121421;-0,00599280574129679;1,07169308232343
"w_despesahat5";0,885832693330448;0,0914675469920187;0,785639090728812;1,14418528644597
"w_despesahat6";1,00752784982703;0,0443694221471586;0,947880372840325;1,12180531168689
