"price";"F_cond_med";"CLR_mean_width";"AR_mean_width";"note"
"ln_preco_com_reforma12";7,33042226563265;0,0437499999999993;NA;"AUX: reform_4.R::run_iv_suite_all_prices() -> $summary_by_price"
"ln_preco_com_reforma13";1,66130584134547;100;NA;"AUX: reform_4.R::run_iv_suite_all_prices() -> $summary_by_price"
"ln_preco_com_reforma14";19,0448920714103;0;NA;"AUX: reform_4.R::run_iv_suite_all_prices() -> $summary_by_price"
"ln_preco_com_reforma15";5,88496938166357;20,095;NA;"AUX: reform_4.R::run_iv_suite_all_prices() -> $summary_by_price"
"ln_preco_com_reforma16";18,9171201156137;0;NA;"AUX: reform_4.R::run_iv_suite_all_prices() -> $summary_by_price"
