"Variable";"estimate";"sd";"q025";"q975";"n_ok"
"preco_com_reforma11";1,01643759354736;0,0205199767037756;0,97586008460722;1,06006634208631;2000
"preco_com_reforma12";0,79305355162536;0,0846610342345035;0,557869774795197;0,942443161366738;2000
"preco_com_reforma13";1,02239248241688;0,0392456649621179;0,938061304566664;1,10142106150456;2000
"preco_com_reforma14";1,24544441148239;0,219820416164083;0,9975396508646;2,02363452032992;2000
"preco_com_reforma15";1,11039032771193;0,0470647848096728;1,00437292294497;1,20992671479978;2000
"preco_com_reforma16";0,844170881068972;0,201746817446444;0,230516981943777;1,27349821276304;2000
